# Delta_{-4,-5} Delta_{-4,-4} Delta_{-4,-3} Delta_{-4,-2} Delta_{-4,-1} Delta_{-4,0} Delta_{-4,1} Delta_{-4,2} Delta_{-4,3} Delta_{-4,4} Delta_{-4,5} Delta_{-3,-5} Delta_{-3,-4} Delta_{-3,-3} Delta_{-3,-2} Delta_{-3,-1} Delta_{-3,0} Delta_{-3,1} Delta_{-3,2} Delta_{-3,3} Delta_{-3,4} Delta_{-3,5} Delta_{-2,-5} Delta_{-2,-4} Delta_{-2,-3} Delta_{-2,-2} Delta_{-2,-1} Delta_{-2,0} Delta_{-2,1} Delta_{-2,2} Delta_{-2,3} Delta_{-2,4} Delta_{-2,5} Delta_{-1,-5} Delta_{-1,-4} Delta_{-1,-3} Delta_{-1,-2} Delta_{-1,-1} Delta_{-1,0} Delta_{-1,1} Delta_{-1,2} Delta_{-1,3} Delta_{-1,4} Delta_{-1,5} Delta_{0,-5} Delta_{0,-4} Delta_{0,-3} Delta_{0,-2} Delta_{0,-1} Delta_{0,1} Delta_{0,2} Delta_{0,3} Delta_{0,4} Delta_{0,5} Delta_{1,-5} Delta_{1,-4} Delta_{1,-3} Delta_{1,-2} Delta_{1,-1} Delta_{1,1} Delta_{1,2} Delta_{1,3} Delta_{1,4} Delta_{1,5} Delta_{2,-5} Delta_{2,-4} Delta_{2,-3} Delta_{2,-2} Delta_{2,-1} Delta_{2,0} Delta_{2,1} Delta_{2,2} Delta_{2,3} Delta_{2,4} Delta_{2,5} Delta_{3,-5} Delta_{3,-4} Delta_{3,-3} Delta_{3,-2} Delta_{3,-1} Delta_{3,0} Delta_{3,1} Delta_{3,2} Delta_{3,3} Delta_{3,4} Delta_{3,5} Delta_{4,-5} Delta_{4,-4} Delta_{4,-3} Delta_{4,-2} Delta_{4,-1} Delta_{4,0} Delta_{4,1} Delta_{4,2} Delta_{4,3} Delta_{4,4} Delta_{4,5} Delta_{5,-5} Delta_{5,-4} Delta_{5,-3} Delta_{5,-2} Delta_{5,-1} Delta_{5,0} Delta_{5,1} Delta_{5,2} Delta_{5,3} Delta_{5,4} Delta_{5,5} Delta_{6,-5} Delta_{6,-4} Delta_{6,-3} Delta_{6,-2} Delta_{6,-1} Delta_{6,0} Delta_{6,1} Delta_{6,2} Delta_{6,3} Delta_{6,4} Delta_{6,5}
3.570276393591359609e-06 5.259549760489582631e-05 2.228941323771781050e-04 -4.851614162155249484e-04 -5.688093074619857571e-04 3.918100942246497613e-04 -5.530456069056536098e-04 -8.937650998043173767e-05 -2.000351674732633574e-04 1.866086547453732746e-05 -5.391067975586931488e-06 1.778791041785797531e-05 8.460661803161653467e-05 1.253430772028108365e-03 -5.064929389099486243e-05 2.035812138850132905e-03 -2.865461160995387866e-05 1.431297048473010106e-03 2.460779978498061293e-04 2.171121097759871939e-05 1.147543333866625863e-06 6.693838935433990531e-06 -1.476884428380630397e-05 9.281346726176681610e-05 1.138534798181929045e-03 7.248444913771396811e-03 6.048275212742309755e-04 1.028180744773020926e-02 1.137046250013455488e-02 4.901626839257867269e-03 4.791963714743861747e-04 -3.590029844183907734e-05 2.475773492277895139e-05 -2.079537424145500157e-05 -1.547731733794044785e-04 -4.830071870123157137e-04 3.829870420058826674e-03 8.955963740031604170e-02 8.253767050793422988e-02 3.384750124388520576e-02 1.071163596115511790e-02 2.589624994710452901e-03 2.754443753110084143e-04 5.956261554839932190e-07 8.292518777264894778e-06 5.980417536374123391e-05 -8.586457571054784653e-04 -5.003410642570558196e-03 -2.474780263016682774e-02 2.506674293298548073e-01 4.927657171748801163e-02 6.778576674946501165e-03 8.197418789920347818e-06 -9.329180159869892945e-05 1.574569604305962775e-05 1.437733234076245270e-04 -1.013617124625946792e-03 5.566039218066145058e-03 1.517800624522627762e-01 6.716076931043289955e-01 3.233077278915200831e-02 -5.521140070776435829e-03 -1.219219032526603057e-03 -8.899139249799241597e-05 -1.664222718444747397e-05 6.901980565868444438e-05 8.219547549430877105e-04 -1.723192624857699997e-03 -1.132351025824396458e-02 -3.245457117060306373e-01 -5.536363692295401817e-01 -1.111989171175256502e-01 -1.104122706239169666e-02 1.113533065693381554e-04 7.619278085223160722e-05 -2.454544448147885099e-05 5.950466113973277524e-05 8.568628391567245867e-05 1.262588862932999398e-03 8.644893709633980766e-03 3.510993568723198843e-02 6.906318928432668425e-02 3.738261408921295104e-02 8.106548884031729643e-03 9.246483261476477625e-04 7.407740627840469629e-06 6.008988034431744537e-07 -8.463791242474267684e-05 2.820420196968894994e-04 -5.177652654787069436e-04 -3.400593231006446976e-03 -1.688151833823162834e-02 1.031134296978452637e-03 -6.357391870825884056e-03 -2.202211862852067065e-03 -4.254791813294664534e-04 -3.893089470099695277e-05 -2.525760922116217939e-06 -3.303409348721000826e-06 2.826123701591555691e-05 4.660955831910117337e-04 1.898942234544843000e-03 2.830646209903986150e-03 1.372454379040794576e-03 7.601882294497303407e-04 5.651799986680251385e-05 -2.860261282651337458e-04 -8.433706178495471497e-06 3.094318794832964527e-06 -1.098312162886155705e-05 9.683311919556220952e-06 -5.881889381163395072e-05 -1.677160995243648963e-04 -4.967847400710593457e-04 -2.422451259092844183e-04 2.993729587418865598e-04 8.194032604292203589e-05 3.505781025392160809e-05 2.983738070156619087e-05
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.235485406942570415e-24 0.000000000000000000e+00 -4.522178379339106509e-25 0.000000000000000000e+00 5.226696211774378051e-06 2.724463807401944856e-05 9.071736181084839076e-05 -5.426293911332526155e-04 1.013083648405872089e-02 2.207576980092490612e-04 -2.715458483856831196e-05 1.294308880167689636e-05 -1.593353888820164724e-06 0.000000000000000000e+00 0.000000000000000000e+00 -9.225988928539723378e-07 8.973015824473713460e-05 -2.540291083366536841e-04 1.389362135463875682e-03 -9.003651638668149285e-03 -2.974121145291136036e-03 2.623292390085494921e-05 -2.683132276417393998e-05 9.290022527057024664e-07 0.000000000000000000e+00 0.000000000000000000e+00 2.332790257007436916e-05 -1.334558266592752009e-04 5.032135092727923076e-04 1.296204371694646435e-03 2.757316788584430675e-02 7.642129841825278866e-03 -6.262059023567999978e-05 3.073700814569427735e-05 -1.914778846895816109e-06 3.617742703471285207e-24 0.000000000000000000e+00 1.081577155416892696e-05 -3.536079930982708727e-05 1.060581738592201615e-03 -6.597792709777340094e-03 2.252819658347845339e-02 -3.662561915503000337e-05 1.160073460764504585e-04 -4.412849841661408069e-05 0.000000000000000000e+00 0.000000000000000000e+00 7.202482198412937963e-06 -2.941948362799987849e-05 1.771892648779700707e-03 9.764901323216709783e-03 -1.550157165793715486e-01 -2.711779795988553368e-05 -3.423147179077386032e-04 -1.556903183739737927e-05 0.000000000000000000e+00 0.000000000000000000e+00 9.181063602163529836e-06 3.186395050603316474e-05 -5.079212651313952907e-04 -8.124094156949238435e-03 -3.336254970704182754e-01 -1.170457190190471036e-01 5.525166153699762744e-03 -8.874455077455713345e-04 7.616473291017852192e-05 0.000000000000000000e+00 -3.617742703471285207e-24 4.000457033891445803e-06 -2.799619459090582190e-05 2.510408331255811190e-04 -4.298939133402413133e-04 6.136011521673157693e-02 6.547980505476429930e-03 9.889547296480182253e-04 -2.693193802119725976e-04 6.679168519808504321e-05 0.000000000000000000e+00 0.000000000000000000e+00 1.872665986471778873e-06 -7.569094803211692991e-06 -1.274709713174384249e-04 -1.097210471145478202e-04 -2.386987228093669089e-02 4.132034386734161763e-03 -1.043560919830167780e-03 4.312588053145182602e-04 -2.154782047644635156e-05 0.000000000000000000e+00 0.000000000000000000e+00 -4.307115581921903568e-07 -1.036599830650185849e-05 1.316284865984251895e-04 -5.127206804172765959e-04 5.280051983555760289e-03 -2.197895649584769712e-03 -2.118149371154239447e-04 2.355740891720185966e-04 -2.491701391199665179e-05 0.000000000000000000e+00 4.522178379339106509e-25 0.000000000000000000e+00 7.235485406942570415e-24 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.735409522136560291e-22 -3.788327617709248233e-21 0.000000000000000000e+00 0.000000000000000000e+00 2.367704761068280145e-22 0.000000000000000000e+00 1.849769344584593864e-24 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.250000000000139541e-02 0.000000000000000000e+00 9.470819044273120581e-22 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.170000000000184434e-02 0.000000000000000000e+00 3.700000000000166914e-04 0.000000000000000000e+00 9.470819044273120581e-22 0.000000000000000000e+00 -3.699538689169187727e-24 1.479815475667675091e-23 0.000000000000000000e+00 0.000000000000000000e+00 -9.999999999994391088e-05 0.000000000000000000e+00 2.114999999999795655e-01 1.145000000000058332e-01 2.500000000000271103e-03 -1.894163808854624116e-21 0.000000000000000000e+00 -2.367704761068280145e-22 -5.919261902670700363e-23 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.199999999999888156e-02 -3.099999999999942645e-03 0.000000000000000000e+00 2.367704761068280145e-22 1.849769344584593864e-24 0.000000000000000000e+00 -1.894163808854624116e-21 0.000000000000000000e+00 0.000000000000000000e+00 1.089999999999949482e-01 3.189999999999893476e-01 2.299999999999832040e-02 3.600000000000223247e-03 1.894163808854624116e-21 0.000000000000000000e+00 1.849769344584593864e-24 -2.367704761068280145e-22 0.000000000000000000e+00 0.000000000000000000e+00 1.551698992213708076e-17 -1.330000000001213545e-01 -4.059999999999966414e-01 -5.699999999999608158e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.919261902670700363e-23 2.367704761068280145e-22 0.000000000000000000e+00 -1.894163808854624116e-21 0.000000000000000000e+00 -2.500000000012583302e-03 -2.849999999999805120e-02 9.999999999999999167e-02 -3.299999999999831714e-03 -3.199999999999887830e-03 0.000000000000000000e+00 1.479815475667675091e-23 -3.699538689169187727e-24 0.000000000000000000e+00 -9.470819044273120581e-22 0.000000000000000000e+00 0.000000000000000000e+00 2.030000000000262497e-02 0.000000000000000000e+00 -1.230000000000150764e-02 2.299999999999832127e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.470819044273120581e-22 0.000000000000000000e+00 0.000000000000000000e+00 -4.980000000000010460e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.849769344584593864e-24 0.000000000000000000e+00 2.367704761068280145e-22 0.000000000000000000e+00 0.000000000000000000e+00 3.788327617709248233e-21 4.735409522136560291e-22 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.294319305506666006e-22 -1.307284713874001282e-04 -9.326823978895227608e-04 -3.126629981958076610e-03 9.123721592184421943e-04 -2.921084322941980456e-03 3.948279601620738105e-04 -1.494926961379108129e-05 -3.075291991548614553e-04 8.289886032803697231e-06 1.073579826376666501e-22 1.717727722202666402e-21 -7.372953452042244797e-04 -1.138727611716294124e-03 2.722796759858487747e-03 4.427060330971470739e-03 4.601511670404566032e-03 -9.507553041516856760e-04 -4.200601649646360132e-04 -9.038347984894679662e-04 -3.570445559812011199e-05 0.000000000000000000e+00 0.000000000000000000e+00 2.452125238933135199e-04 8.083032267058148359e-04 -1.167730004945959565e-04 -6.026983720789384422e-03 -5.345068450263852806e-03 -3.705721237256019772e-04 -1.570561585627555247e-05 -1.731282061305701729e-04 -4.122203995046517659e-06 0.000000000000000000e+00 0.000000000000000000e+00 3.333200852460185370e-04 -4.682160450560769564e-03 5.226965676112229004e-05 1.674654721568663573e-01 1.132513520010793168e-01 2.698080713642753148e-02 3.037538875082087739e-03 1.100603976367251933e-03 7.330427667091254885e-04 0.000000000000000000e+00 0.000000000000000000e+00 -4.672237231744503453e-04 -8.874481575571413700e-04 -1.413589416066157690e-03 3.805806438452472018e-02 6.518352932181258053e-02 -1.854398080081833683e-03 2.783066466076289055e-04 -5.290118455376827513e-04 0.000000000000000000e+00 0.000000000000000000e+00 1.388992246424585516e-04 -6.254721515563084824e-04 6.824675084289241050e-03 2.251693351609334107e-02 -1.334729735409924921e-02 -1.756691963242373172e-02 5.376384398655525802e-03 5.239138806888570833e-05 0.000000000000000000e+00 0.000000000000000000e+00 -4.077266220058983043e-04 9.276746828070514279e-04 -3.529548921173305143e-03 1.156497391676371105e-02 -2.552078649936123655e-01 -4.114329664246970664e-01 1.657783089001930998e-02 3.611864683272956664e-03 -9.259892209087294606e-04 0.000000000000000000e+00 0.000000000000000000e+00 3.901422996324654382e-04 -4.778615865386181823e-04 7.367524700615550245e-04 -3.689107787798271126e-03 1.399600797832261656e-01 1.523633774485436132e-01 5.740792082799735241e-02 -6.469003437006418111e-03 -1.315078495352497425e-03 0.000000000000000000e+00 0.000000000000000000e+00 -3.718702787597370703e-05 1.385416081634892197e-03 4.566252232854633606e-04 6.618818213672817558e-03 -5.673833471294160297e-02 2.956842748078966285e-03 -3.063288751688986178e-02 -1.544096865449411451e-02 2.858355576536796092e-03 0.000000000000000000e+00 0.000000000000000000e+00 -5.113234966694611163e-05 -4.868475433821522038e-04 -7.015761384962657587e-04 -2.089164181264916830e-03 8.873506185273180233e-03 -1.226222339447712202e-02 1.898005164953184623e-02 6.302079735387023773e-04 5.885841285909290330e-03 -1.717727722202666402e-21 1.073579826376666501e-22 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.294319305506666006e-22
3.063371071366772948e-23 0.000000000000000000e+00 1.225348428546709179e-22 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.450696857093418358e-22 9.802787428373673433e-22 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.921114971349469373e-21 0.000000000000000000e+00 -2.450696857093418358e-22 1.531685535683386474e-23 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000111e-01 1.400000000000057587e-01 3.921114971349469373e-21 0.000000000000000000e+00 -2.450696857093418358e-22 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.450696857093418358e-22 0.000000000000000000e+00 -4.015221730661856638e-18 0.000000000000000000e+00 5.999999999998557702e-03 6.999999999997394591e-03 0.000000000000000000e+00 0.000000000000000000e+00 -2.450696857093418358e-22 -4.901393714186836717e-22 -9.802787428373673433e-22 0.000000000000000000e+00 0.000000000000000000e+00 4.200000000000751743e-02 8.400000000000346079e-02 5.999999999999420727e-03 -1.999999999999999608e-03 9.802787428373673433e-22 -4.901393714186836717e-22 2.450696857093418358e-22 0.000000000000000000e+00 0.000000000000000000e+00 -2.007610865330928319e-18 9.999999999997958439e-03 -1.000000000000867972e-01 -3.499999999999854894e-01 -5.799999999998669414e-02 -9.999999999997106689e-03 -2.450696857093418358e-22 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.450696857093418358e-22 0.000000000000000000e+00 3.921114971349469373e-21 0.000000000000000000e+00 2.999999999999709843e-02 4.999999999999710232e-02 1.700000000000028919e-02 3.999999999999420686e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.531685535683386474e-23 2.450696857093418358e-22 0.000000000000000000e+00 -3.921114971349469373e-21 2.499999999999566111e-02 -1.999999999999999695e-02 0.000000000000000000e+00 -9.802787428373673433e-22 2.450696857093418358e-22 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.225348428546709179e-22 0.000000000000000000e+00 -3.063371071366772948e-23
-1.430715023374554455e-04 4.083922944832368840e-04 7.125125318254735230e-04 -1.873922440992814836e-03 -1.223789880879440871e-03 -2.540438574393452404e-04 -2.204693253696978655e-04 -2.137538921045788870e-04 -8.798000633120282269e-05 6.512674737487752054e-05 1.497721439788177143e-05 -1.285085819869328724e-04 -2.801004995771876472e-04 3.756096788602221286e-03 4.102474057544670469e-03 -4.854633632363820721e-03 3.776350413671111621e-03 1.842587209889955373e-03 6.677055165450198563e-04 -1.691839089624726892e-05 8.190904025911524653e-05 5.609251570833445793e-06 1.208634512501205403e-05 -4.718228670059287444e-04 -1.546206885857842215e-03 2.170126712041890726e-02 1.541336595454965291e-02 2.440937059161896183e-02 1.242601686119808660e-02 4.532458487040315689e-03 7.930188450861959436e-04 6.395687308656736723e-05 5.583602865761657016e-06 2.121196548421442208e-04 -1.405028525337846581e-03 2.146762584395948709e-03 -4.002748285886709168e-02 2.065773857181804896e-01 1.531854593960302879e-01 5.337893054720168479e-02 1.383714294516504711e-02 1.729203051731355648e-03 2.967305273459022838e-04 7.278978270985780766e-05 1.810895832375853100e-05 2.717168747896710657e-04 -2.728221508867502247e-03 3.673016623555160065e-03 -1.978378340784528733e-01 2.867249105067479764e-01 4.898110919697515331e-02 7.451236135907807548e-03 1.256093208135819787e-03 8.776684412274567387e-05 1.085734123963610302e-04 -1.921919994950083816e-04 2.957882965344395894e-04 -1.199935148701230592e-04 7.424130483219534837e-02 6.356718729439121418e-01 1.847887065152445385e-02 -8.813051095360855194e-03 -2.062329192177720250e-03 -2.389617426177295624e-04 -4.018907722592142889e-05 1.425590821608902620e-04 7.079605641645922041e-04 1.307314614646698297e-03 6.669780635673688320e-03 -4.802327603353990365e-02 -5.982313100704025333e-01 -1.587034520902852741e-01 -1.977841334921511679e-02 8.217886349868844438e-05 3.387436090236435474e-04 3.246826437449234574e-06 -1.517088435983624895e-04 5.699207835915663943e-05 1.020960796889090695e-04 2.298666894671173508e-03 1.352976767442360187e-02 6.426061226501846024e-02 7.697254475297257703e-02 1.735575032888753144e-02 2.841189095831529818e-03 8.835350322267654084e-05 2.242481735655792182e-05 -5.717287419231217464e-05 -3.065527832720009720e-05 -1.044305631810617236e-04 -4.109098638706517627e-04 -3.164989297670311574e-03 -1.054189665311540056e-02 -8.081304936971655736e-03 -2.567093349368404324e-03 -2.951097791516508334e-03 -7.016791955579990765e-05 3.189828245429285413e-06 -6.338850601704006825e-07 -2.804831304615936134e-05 1.661962797824057859e-04 5.683721855613643823e-04 1.438256689167467187e-03 2.468931145287633650e-03 4.220630861429576497e-03 -1.666962565230812807e-03 5.533425339610052555e-04 1.632698365308883132e-05 5.026235948827259604e-07 4.618744288485421097e-06 -2.463274553987786726e-05 -5.569647847876287380e-06 -2.233105042813529712e-05 -1.059420527017092988e-04 -2.283454769827619052e-04 -7.018465530489612298e-04 -2.108835040775075521e-04 1.042983964576435529e-04 -2.081056540979731937e-05
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.289059277009644287e-04 -1.868290232086912764e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.131077688340548203e-04 4.245644691709965154e-03 -2.546342189323766436e-02 -2.227884581384072249e-02 9.991043329130221140e-03 4.640318721344665470e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.523445879841232947e-03 4.100855738506164680e-03 1.678272964084900343e-01 7.543420478788841199e-02 2.672563620505187532e-02 9.270854206196325886e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.274578908284688970e-03 -1.625078089082206308e-03 -9.677153196070995347e-03 9.118713091856466002e-02 -9.306096439337267667e-19 -7.270387843232240365e-20 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.035723546954133593e-03 8.058778981364310423e-02 2.163805855797444333e-01 1.232574346703904818e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.270387843232240365e-20 -9.306096439337267667e-19 -1.189311519467165651e-02 -2.076639281460870012e-01 -4.257269651928998200e-01 -1.967246785087094219e-02 -2.538125154708768382e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.652624382653269029e-03 1.048690755430926880e-02 4.400644161293498086e-02 5.952893126981591981e-02 6.209157934439148152e-02 -7.300078678439003536e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.465746885272139859e-03 -1.060909340044160869e-02 1.211040912787720095e-02 -1.428686983581201400e-02 -1.410835523757222182e-02 6.728553495448763577e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.362171289147256263e-03 1.461204457855475557e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.205832225863246111e-22 0.000000000000000000e+00 0.000000000000000000e+00 -6.893225705822644098e-24 0.000000000000000000e+00 5.514580564658115279e-23 0.000000000000000000e+00 0.000000000000000000e+00 -2.757290282329057639e-23 0.000000000000000000e+00 0.000000000000000000e+00 1.764665780690596889e-21 0.000000000000000000e+00 0.000000000000000000e+00 -1.764665780690596889e-21 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.378645141164528820e-23 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.529331561381193778e-21 7.058663122762387557e-21 0.000000000000000000e+00 0.000000000000000000e+00 2.868320143844096393e-01 7.125521438600131152e-03 -3.632563585592588074e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.481561254096151640e-22 0.000000000000000000e+00 -3.529331561381193778e-21 0.000000000000000000e+00 1.807017759427171215e-18 0.000000000000000000e+00 3.843602107023621085e-03 5.017092016151518397e-02 8.929371890303402365e-03 -4.623437587627001952e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.718465293465933378e-03 -2.902299570548060731e-03 1.050404734415011643e-01 5.953208612477149941e-01 7.275839153348234722e-02 1.488227925765998319e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -9.035088797135856073e-19 1.017659100038544257e-03 2.551047174854671751e-02 1.289186264041648951e-04 -5.957868743510945642e-01 -7.318907604484227447e-02 -2.564583213832695094e-02 0.000000000000000000e+00 3.529331561381193778e-21 0.000000000000000000e+00 -1.930103197630340348e-22 0.000000000000000000e+00 -2.465150424139822376e-03 -1.375347357226740404e-02 -4.649695766644046553e-03 8.886814178580247636e-02 2.340995473001789354e-02 -1.479986286335429647e-02 7.058663122762387557e-21 -3.529331561381193778e-21 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.430416657970409448e-03 7.305635757891545089e-03 -8.704527004279989655e-03 -2.591962129906202200e-02 1.047470915232636855e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.378645141164528820e-23 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.764665780690596889e-21 0.000000000000000000e+00 0.000000000000000000e+00 -1.764665780690596889e-21 0.000000000000000000e+00 0.000000000000000000e+00 2.757290282329057639e-23 0.000000000000000000e+00 0.000000000000000000e+00 -5.514580564658115279e-23 0.000000000000000000e+00 -6.893225705822644098e-24 0.000000000000000000e+00 0.000000000000000000e+00 2.205832225863246111e-22
